netflix id,count,line,column,imdb id,title,production (N = Netflix / O = Other),type,year,imdbratingvotes,imdbrating,
80075560,3,1,3,tt1596363,The Big Short,N,movie,2015,337969,7.8,https://m.media-amazon.com/images/M/MV5BNDc4MThhN2EtZjMzNC00ZDJmLThiZTgtNThlY2UxZWMzNjdkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
80095698,3,1,3,tt2235108,Dear White People,N,movie,2014,23785,6.1,https://m.media-amazon.com/images/M/MV5BMjMzMjc5MjIzNV5BMl5BanBnXkFtZTgwNTY4OTQ2MjE@._V1_SX300.jpg
80133335,3,1,3,tt4277922,Call My Agent,O,serie,2015–,4413,8.3,https://m.media-amazon.com/images/M/MV5BMzRmYTQ2YzctNTc3YS00ZmQ2LTk3ODEtMjg5NWE1ZDkwMTg1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
81041495,3,1,3,tt9252468,Mosul,N,movie,2019,15435,7.2,https://m.media-amazon.com/images/M/MV5BYWU1MzZkOGQtMTE2ZS00YmMzLTkzMzctMTc0ZjU1NDFlOWZkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg
81212484,3,1,3,tt13669344,Passing Pécho: The Carrots Are Cooked,O,movie,2021,433,4.5,https://m.media-amazon.com/images/M/MV5BMzVhZTRiYjMtMmUzMi00ZmZlLWEzMDYtNTFmYTc4NjNhZWZiXkEyXkFqcGdeQXVyMTAzMDU1MTYy._V1_SX300.jpg
70177034,2,1,3,tt0247902,Yu-Gi-Oh!,O,serie,2000–2004,2137,8.3,https://m.media-amazon.com/images/M/MV5BNzhjZDU5NWMtMGMyZS00ZTkyLThjN2MtZWJhNDkxODNlMjJhXkEyXkFqcGdeQXVyMjUyMTE3MTc@._V1_SX300.jpg
70177057,2,1,3,tt1520211,The Walking Dead,O,serie,2010–,824969,8.2,https://m.media-amazon.com/images/M/MV5BYTUwOTM3ZGUtMDZiNy00M2I3LWI1ZWEtYzhhNGMyZjI3MjBmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
80025172,2,1,3,tt2707408,Narcos,N,serie,2015–2017,332071,8.8,https://m.media-amazon.com/images/M/MV5BNmFjODU3YzgtMGUwNC00ZGI3LWFkZjQtMjkxZDc3NmQ1MzcyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
80116204,2,1,3,tt4682786,Collateral Beauty,O,movie,2016,86288,6.8,https://m.media-amazon.com/images/M/MV5BMTQ5ODE4MTY2NV5BMl5BanBnXkFtZTgwMzM2NzEzMDI@._V1_SX300.jpg
80142090,2,1,3,tt3890160,Baby Driver,O,movie,2017,425690,7.6,https://m.media-amazon.com/images/M/MV5BMjM3MjQ1MzkxNl5BMl5BanBnXkFtZTgwODk1ODgyMjI@._V1_SX300.jpg
80240027,2,1,3,tt9077530,Virgin River,N,serie,2019–,8840,7.5,https://m.media-amazon.com/images/M/MV5BMzc3MDA0NjUtYzhhZi00YjU2LWI4ODctMzE2MmYwMzYxMjU4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
81019775,2,1,3,tt9308682,The Liberator,--,serie,2020–,4251,7.6,https://m.media-amazon.com/images/M/MV5BN2MyMGQ2ZDctYTJiNi00NmZlLWE4NzAtNTA5NTE3YTIxMTlhXkEyXkFqcGdeQXVyMTAzMzc3MDIw._V1_SX300.jpg
81254224,2,1,3,tt11464826,The Social Dilemma,N,movie,2020,39192,7.8,https://m.media-amazon.com/images/M/MV5BNDVhMGNhYjEtMDkwZi00NmQ5LWFkODktYzhiYjY2NTZmYTNhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
60023992,1,1,3,tt0216625,Code Unknown,O,movie,2000,11876,7.2,https://m.media-amazon.com/images/M/MV5BZWM1YzdkNjYtNTI4NS00ZTU1LTgxMzYtNDAzOGU2N2FhZDdlXkEyXkFqcGdeQXVyMjYyNzc4MQ@@._V1_SX300.jpg
70108777,1,1,3,tt0361748,Inglourious Basterds,O,movie,2009,1210053,8.3,https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
70140425,1,1,3,tt0455275,Prison Break,O,serie,2005–2017,451923,8.3,https://m.media-amazon.com/images/M/MV5BMTg3NTkwNzAxOF5BMl5BanBnXkFtZTcwMjM1NjI5MQ@@._V1_SX300.jpg
70180387,1,1,3,tt1796960,Homeland,O,serie,2011–2020,299926,8.3,https://m.media-amazon.com/images/M/MV5BYjY2ODA0NjYtMzlkMi00ZjY5LThiNjUtNzZjYzgxNjc0MzQzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
80091140,1,1,3,tt2361317,Live by Night,O,movie,2016,51407,6.4,https://m.media-amazon.com/images/M/MV5BMjc3MDIyMjgzNl5BMl5BanBnXkFtZTgwMzUxOTg3MDI@._V1_SX300.jpg
80130521,1,1,3,tt5721172,The Worst Witch,N,serie,2017–,1460,7.3,https://m.media-amazon.com/images/M/MV5BY2ZmMzIxMDktOGUwZS00ZTY0LTg1NjEtNzNkZjFlZjVkZGMwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
80161371,1,1,3,tt5311514,Your Name.,O,movie,2016,182052,8.4,https://m.media-amazon.com/images/M/MV5BODRmZDVmNzUtZDA4ZC00NjhkLWI2M2UtN2M0ZDIzNDcxYThjL2ltYWdlXkEyXkFqcGdeQXVyNTk0MzMzODA@._V1_SX300.jpg
80200267,1,1,3,tt6412452,The Ballad of Buster Scruggs,N,movie,2018,105643,7.3,https://m.media-amazon.com/images/M/MV5BYjRkYTI3M2EtZWQ4Ny00OTA2LWFmMTMtY2E4MTEyZmNjOTMxXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg
80202877,1,1,3,tt6571548,The White Tiger,N,movie,2021,141,6.6,https://m.media-amazon.com/images/M/MV5BMDVkMDRkMzItN2EyYS00ZTI5LTljYzgtNzRmZDQ0OTQ3M2VjXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg
80244996,1,1,3,tt10050778,Street Food,N,serie,2019–,1381,8.0,https://m.media-amazon.com/images/M/MV5BMjI5NmJjY2MtNDFlZi00ZjZjLTk0ZjAtMjEyYjFkMTUwMzY4XkEyXkFqcGdeQXVyNjI4ODE4Mjk@._V1_SX300.jpg
81002769,1,1,3,tt9184982,Tribes of Europa,N,serie,2021–,8531,6.8,https://m.media-amazon.com/images/M/MV5BMGJjOGJlMGYtZGFjZC00MDliLWFlMjgtZTYwNDI0ZWQ3MTAxXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg
81025701,1,1,3,tt13651632,Night Stalker: The Hunt for a Serial Killer,--,serie,2021,13056,7.5,https://m.media-amazon.com/images/M/MV5BNWM1ODNlZDAtY2U0Yi00YTAyLTgwZWYtNTc2OTFkNDYzZjAxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
81281872,1,1,3,tt11958344,A Whisker Away,N,movie,2020,3882,6.7,https://m.media-amazon.com/images/M/MV5BNDI5ODBhYzMtNDc4Yi00NjEwLWJiZWUtMGE2Mzc4MGVjN2E0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
80025172,66,1,4,tt2707408,Narcos,N,serie,2015–2017,332071,8.8,https://m.media-amazon.com/images/M/MV5BNmFjODU3YzgtMGUwNC00ZGI3LWFkZjQtMjkxZDc3NmQ1MzcyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
70242311,56,1,4,tt2372162,Orange Is the New Black,N,serie,2013–2019,271097,8.1,https://m.media-amazon.com/images/M/MV5BYjYyM2FmMmMtZDgyZi00NGU3LWI3NzktODllZDY0YzQyNzgyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
80114855,34,1,4,tt5290382,Mindhunter,N,serie,2017–,185182,8.6,https://m.media-amazon.com/images/M/MV5BNWNmYzQ1ZWUtYTQ3ZS00Y2UwLTlkMDctZThlOTJkMGJiNzBiXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg
70143830,29,1,4,tt0898266,The Big Bang Theory,O,serie,2007–2019,687693,8.1,https://m.media-amazon.com/images/M/MV5BY2FmZTY5YTktOWRlYy00NmIyLWE0ZmQtZDg2YjlmMzczZDZiXkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_SX300.jpg
70143836,18,1,4,tt0903747,Breaking Bad,O,serie,2008–2013,1346693,9.5,https://m.media-amazon.com/images/M/MV5BMjhiMzgxZTctNDc1Ni00OTIxLTlhMTYtZTA3ZWFkODRkNmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
80216834,18,1,4,tt1880399,Kodachrome,N,movie,2017,10217,6.8,https://m.media-amazon.com/images/M/MV5BMjIxMTk3MzY2MV5BMl5BanBnXkFtZTgwNjQ5NzQxNTM@._V1_SX300.jpg
547335,17,1,4,tt0097441,Glory,O,movie,1989,122553,7.8,https://m.media-amazon.com/images/M/MV5BODhlNjA5MDEtZDVhNS00ZmM3LTg1YzAtZGRjNjhjNTAzNzVkXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg
80002479,17,1,4,tt2442560,Peaky Blinders,N,serie,2013–,285329,8.8,https://m.media-amazon.com/images/M/MV5BMTkzNjEzMDEzMF5BMl5BanBnXkFtZTgwMDI0MjE4MjE@._V1_SX300.jpg
80240027,14,1,4,tt9077530,Virgin River,N,serie,2019–,8840,7.5,https://m.media-amazon.com/images/M/MV5BMzc3MDA0NjUtYzhhZi00YjU2LWI4ODctMzE2MmYwMzYxMjU4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
80130521,13,1,4,tt5721172,The Worst Witch,N,serie,2017–,1460,7.3,https://m.media-amazon.com/images/M/MV5BY2ZmMzIxMDktOGUwZS00ZTY0LTg1NjEtNzNkZjFlZjVkZGMwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
80045948,12,1,4,tt3837246,Assassination Classroom,O,serie,2015–2016,6128,8.0,https://m.media-amazon.com/images/M/MV5BYzI0OWJlMjItYmE1NS00YzE2LWExNDAtMDM3MDA5MzM5NmExXkEyXkFqcGdeQXVyNzA5MDUyODA@._V1_SX300.jpg
80057281,12,1,4,tt4574334,Stranger Things,N,serie,2016–,730656,8.8,https://m.media-amazon.com/images/M/MV5BZGExYjQzNTQtNGNhMi00YmY1LTlhY2MtMTRjODg3MjU4YTAyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
80190859,10,1,4,tt6679794,Outlaw King,N,movie,2018,54114,6.9,https://m.media-amazon.com/images/M/MV5BMTc4MTU4YzEtODBiNC00NzA4LTg0NGItM2ZhZjZlNDFiNjJjXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg
80202877,10,1,4,tt6571548,The White Tiger,N,movie,2021,141,6.6,https://m.media-amazon.com/images/M/MV5BMDVkMDRkMzItN2EyYS00ZTI5LTljYzgtNzRmZDQ0OTQ3M2VjXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg
70153404,9,1,4,tt0108778,Friends,O,serie,1994–2004,761617,8.9,https://m.media-amazon.com/images/M/MV5BNDVkYjU0MzctMWRmZi00NTkxLTgwZWEtOWVhYjZlYjllYmU4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
80135674,9,1,4,tt5626028,My Hero Academia,O,serie,2016–,29183,8.5,https://m.media-amazon.com/images/M/MV5BNmQzYmE2MGEtZjk4YS00YmVjLWEwZWMtODRkMjc4MTM5N2I3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
80244630,9,1,4,tt9698442,Behind Her Eyes,N,serie,2021,38807,7.2,https://m.media-amazon.com/images/M/MV5BMDk2Njg0ZTUtNTFjZS00NzUwLWEwZDQtZTg5MDZiMmJhNGEzXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
81041495,9,1,4,tt9252468,Mosul,N,movie,2019,15435,7.2,https://m.media-amazon.com/images/M/MV5BYWU1MzZkOGQtMTE2ZS00YmMzLTkzMzctMTc0ZjU1NDFlOWZkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg
70142821,7,1,4,tt0495596,Tales from Earthsea,O,movie,2006,32361,6.5,https://m.media-amazon.com/images/M/MV5BZGFlN2FhYTktZGYzNi00MzllLWFlOTAtY2ExNjRjZjhkZWM2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
70180387,7,1,4,tt1796960,Homeland,O,serie,2011–2020,299926,8.3,https://m.media-amazon.com/images/M/MV5BYjY2ODA0NjYtMzlkMi00ZjY5LThiNjUtNzZjYzgxNjc0MzQzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
80117038,7,1,4,tt6524350,Big Mouth,N,serie,2017–,48173,8.0,https://m.media-amazon.com/images/M/MV5BYzRlYzczMTQtNjdjZi00NzU3LTliZWEtMDRlNzhiZTVmYmNjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
81167887,7,1,4,tt3661210,The Dig,N,movie,2021,43,6.7,https://m.media-amazon.com/images/M/MV5BY2RmZmI0NDMtMGQzOC00YWU3LTkwYWUtMDRkNDBjZDg3YTkyXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg
81210670,7,1,4,tt6878306,News of the World,N,movie,2020,57935,6.8,https://m.media-amazon.com/images/M/MV5BMDNlNmVlNDItMjE3Yi00ZTA3LWIyOTktNDhhMGFlZjk5ZDQ0XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg
70136102,6,1,4,tt0285331,24,--,series,2001–2010,173402,8.3,https://m.media-amazon.com/images/M/MV5BMTg5OTkyNzA0NF5BMl5BanBnXkFtZTcwMDYyMDUwMg@@._V1_SX300.jpg
489248,5,1,4,tt0060390,Fahrenheit 451,O,movie,1966,39961,7.2,https://m.media-amazon.com/images/M/MV5BZDkwYWY3YWQtNWJiZC00Mzk1LTg0YTgtZWZmZDk2MzQzODRjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
70230640,5,1,4,tt1853728,Django Unchained,O,movie,2012,1295658,8.4,https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_SX300.jpg
80232398,5,1,4,tt8740790,Bridgerton,N,serie,2020–,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYjIxMzZhMTMtNDQ1Mi00OTMwLTk2M2ItYzA0YmNjNDFlOTdhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
81047664,5,1,4,tt10971022,The Crew,N,serie,2021–,3562,6.6,https://m.media-amazon.com/images/M/MV5BN2JjZTdmMGQtOWU5NC00MTdjLTlkMjgtMzBjNDQ3MDFmZmE0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
70177057,4,1,4,tt1520211,The Walking Dead,O,serie,2010–,824969,8.2,https://m.media-amazon.com/images/M/MV5BYTUwOTM3ZGUtMDZiNy00M2I3LWI1ZWEtYzhhNGMyZjI3MjBmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
80133335,4,1,4,tt4277922,Call My Agent,O,serie,2015–,4413,8.3,https://m.media-amazon.com/images/M/MV5BMzRmYTQ2YzctNTc3YS00ZmQ2LTk3ODEtMjg5NWE1ZDkwMTg1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
80142090,4,1,4,tt3890160,Baby Driver,O,movie,2017,425690,7.6,https://m.media-amazon.com/images/M/MV5BMjM3MjQ1MzkxNl5BMl5BanBnXkFtZTgwODk1ODgyMjI@._V1_SX300.jpg
80192098,4,1,4,tt6468322,Money Heist,N,serie,2017–,226997,8.5,https://m.media-amazon.com/images/M/MV5BZDcxOGI0MDYtNTc5NS00NDUzLWFkOTItNDIxZjI0OTllNTljXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
80219707,4,1,4,tt8064302,Dead to Me,N,serie,2019–,40497,8.1,https://m.media-amazon.com/images/M/MV5BNTcyOTA3ZWUtOWEwMy00YjI5LWIyNjctNTAyYjI5ZmE0NGI4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
70054920,3,1,4,tt0486655,Stardust,O,movie,2007,255499,7.6,https://m.media-amazon.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_SX300.jpg
70143858,3,1,4,tt1442437,Modern Family,O,serie,2009–2020,327313,8.4,https://m.media-amazon.com/images/M/MV5BNzRhNWIxYTEtYjc2NS00YWFlLWFhOGEtMDZiMWM1M2RkNDkyXkEyXkFqcGdeQXVyNjc0MjkzNjc@._V1_SX300.jpg
70177034,3,1,4,tt0247902,Yu-Gi-Oh!,O,serie,2000–2004,2137,8.3,https://m.media-amazon.com/images/M/MV5BNzhjZDU5NWMtMGMyZS00ZTkyLThjN2MtZWJhNDkxODNlMjJhXkEyXkFqcGdeQXVyMjUyMTE3MTc@._V1_SX300.jpg
80095699,3,1,4,tt5562056,Easy,N,serie,2016–,10830,6.9,https://m.media-amazon.com/images/M/MV5BMjA3MTAyNzUyNF5BMl5BanBnXkFtZTgwNDk4NzgwMDI@._V1_SX300.jpg
80244928,3,1,4,tt8403664,The English Game,N,serie,2020–,8178,7.6,https://m.media-amazon.com/images/M/MV5BZGQzOGJmNTEtNDA3ZS00Yjk1LWJlMmItYzZhOTY3MWM3MjQ1XkEyXkFqcGdeQXVyODQyNDI4ODg@._V1_SX300.jpg
80994340,3,1,4,tt9012876,Firefly Lane,N,serie,2021–,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjFhNmI3ZjQtOTg2OC00N2VmLWEwNDgtYjE1ZTUwNjhiY2VkXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg
81018979,3,1,4,tt10677432,Mythomaniac,O,serie,2019,623,6.8,https://m.media-amazon.com/images/M/MV5BMzBjYzc2MTgtMDI0OC00NGFiLTkwNjktOGM2NzIwNzBmYzQ2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
81183727,3,1,4,tt13837672,Crime Scene: The Vanishing at the Cecil Hotel,N,serie,2021,12893,5.9,https://m.media-amazon.com/images/M/MV5BN2Y5MzMzYTgtZjVhNy00YTcwLWJhY2MtNzZhNTcyZTIxZTdjXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg
81248748,3,1,4,tt8851668,The Lovebirds,N,movie,2020,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYWVlMTg5YzctMzI0Mi00MWU1LTlkYTItNTU0NDBkNDEzZGE3XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg
60023642,2,1,4,tt0245429,Spirited Away,O,movie,2001,607891,8.6,https://m.media-amazon.com/images/M/MV5BMjlmZmI5MDctNDE2YS00YWE0LWE5ZWItZDBhYWQ0NTcxNWRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
70021642,2,1,4,tt0372784,Batman Begins,O,movie,2005,1261772,8.2,https://m.media-amazon.com/images/M/MV5BZmUwNGU2ZmItMmRiNC00MjhlLTg5YWUtODMyNzkxODYzMmZlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
70077557,2,1,4,tt0425061,Get Smart,O,movie,2008,203746,6.5,https://m.media-amazon.com/images/M/MV5BMTY0NzQ4MDU0NV5BMl5BanBnXkFtZTcwMzA2NzQ2MQ@@._V1_SX300.jpg
70205012,2,1,4,tt0409591,Naruto,O,serie,2002–2007,62401,8.3,https://m.media-amazon.com/images/M/MV5BZmQ5NGFiNWEtMmMyMC00MDdiLTg4YjktOGY5Yzc2MDUxMTE1XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
70251519,2,1,4,tt1494191,The Untold History of the United States,O,serie,2012–2013,7584,8.6,https://m.media-amazon.com/images/M/MV5BN2YwNWFmOTItNDY0Mi00Yjg0LWJiZTYtYzdkMmU2YzJhOWMzXkEyXkFqcGdeQXVyNjUyMDk5Nzk@._V1_SX300.jpg
80106138,2,1,4,tt4969044,Riphagen,O,movie,2016,5497,7.2,https://m.media-amazon.com/images/M/MV5BNDUxMGE1OGItZTk2OS00NGE4LTllZjItNDk1NGUwYzgwNDU0XkEyXkFqcGdeQXVyMjA5MDA0Mw@@._V1_SX300.jpg
80106762,2,1,4,tt3393786,Jack Reacher: Never Go Back,O,movie,2016,141285,6.1,https://m.media-amazon.com/images/M/MV5BODQ3ODQ3NDI4NV5BMl5BanBnXkFtZTgwMDY1Mzk5OTE@._V1_SX300.jpg
80119411,2,1,4,tt6649950,Captive,N,movie,2017,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjNjYTRlMTMtOGFkYi00MTBiLTlkOWYtYzE5NTExMzEzMzI2XkEyXkFqcGdeQXVyMTkxNDkwODA@._V1_SX300.jpg
81030842,2,1,4,tt9354842,To All the Boys: P.S. I Still Love You,N,movie,2020,17817,6.0,https://m.media-amazon.com/images/M/MV5BZjMwNDQ4NzMtOThmZi00NmMyLThkMWItMTA3MTg2YjdiZDRmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
81038588,2,1,4,tt9845564,Below Zero,N,movie,2021,N/A,N/A,https://m.media-amazon.com/images/M/MV5BM2Q1MmM4OGItNzc2Mi00Njc0LTllNmMtNTQxNTZmMGI0YWUxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
81205737,2,1,4,tt13853720,Animals on the Loose: A You vs. Wild Movie,N,movie,2021,650,5.8,https://m.media-amazon.com/images/M/MV5BOTE1ODBmMzMtNWU5ZS00NmIyLTkxMzItMjAyNjY4ZDY0NjEyXkEyXkFqcGdeQXVyMTE5NDQ1MzQ3._V1_SX300.jpg
81304191,2,1,4,tt0067409,Max and the Junkmen,--,movie,1971,2145,7.3,https://m.media-amazon.com/images/M/MV5BMjI2NjM2NDEwNF5BMl5BanBnXkFtZTcwOTYyMzgxOA@@._V1_SX300.jpg
60027393,1,1,4,tt0092067,Castle in the Sky,O,movie,1986,141617,8.0,https://m.media-amazon.com/images/M/MV5BZTAwYzA2ZTgtZGE1Zi00MThkLTljNjMtNGE2ZTUzMTU4MzNjXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_SX300.jpg
70106454,1,1,4,tt0876563,Ponyo,O,movie,2008,116249,7.7,https://m.media-amazon.com/images/M/MV5BOTc3YmM3N2QtODZkMC00ZDE5LThjMTQtYTljN2Y1YTYwYWJkXkEyXkFqcGdeQXVyODEzNjM5OTQ@._V1_SX300.jpg
80057599,1,1,4,tt3569230,Legend,O,movie,2015,149429,6.9,https://m.media-amazon.com/images/M/MV5BMDQ4MGY0NWUtY2MxOC00YzI5LTg0OTEtZjNmY2Q2ZmM0MTA1XkEyXkFqcGdeQXVyNTQzOTc3MTI@._V1_SX300.jpg
80095532,1,1,4,tt5339440,One Day at a Time,N,serie,2017–,11432,8.2,https://m.media-amazon.com/images/M/MV5BMTU2OTQ5NDY5Nl5BMl5BanBnXkFtZTgwNTE2NzU2NDM@._V1_SX300.jpg
80095697,1,1,4,tt5363918,Disenchantment,N,serie,2018–,39505,7.2,https://m.media-amazon.com/images/M/MV5BMzlkYzk0YzItM2I0ZC00NmE5LTljMGYtNTY2ZTVhMzA5OWJjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
80124522,1,1,4,tt5580146,Maniac,N,serie,2018,59250,7.8,https://m.media-amazon.com/images/M/MV5BMDMwOTgyNzYtNWI2Zi00MDcwLWEyNmUtMGQ5YzA3ZTljMTA2XkEyXkFqcGdeQXVyNjU2ODM5MjU@._V1_SX300.jpg
80244996,1,1,4,tt10050778,Street Food,N,serie,2019–,1381,8.0,https://m.media-amazon.com/images/M/MV5BMjI5NmJjY2MtNDFlZi00ZjZjLTk0ZjAtMjEyYjFkMTUwMzY4XkEyXkFqcGdeQXVyNjI4ODE4Mjk@._V1_SX300.jpg
81019775,1,1,4,tt9308682,The Liberator,--,serie,2020–,4251,7.6,https://m.media-amazon.com/images/M/MV5BN2MyMGQ2ZDctYTJiNi00NmZlLWE4NzAtNTA5NTE3YTIxMTlhXkEyXkFqcGdeQXVyMTAzMzc3MDIw._V1_SX300.jpg
81028990,1,1,4,tt11307814,Red Dot,N,movie,2021,10308,5.5,https://m.media-amazon.com/images/M/MV5BYzhhN2U5NWQtNDA2Yi00ZDc5LWFlMDMtYjRkZmU5NGM5MzA4XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_SX300.jpg
81040397,1,1,4,tt10676012,To All the Boys: Always and Forever,N,movie,2021,15730,6.3,https://m.media-amazon.com/images/M/MV5BZTBkNDE1MTAtZDZjMi00ZjMzLWEwMjYtOTFlNjVmMjA1MWE0XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
81212484,1,1,4,tt13669344,Passing Pécho: The Carrots Are Cooked,O,movie,2021,433,4.5,https://m.media-amazon.com/images/M/MV5BMzVhZTRiYjMtMmUzMi00ZmZlLWEzMDYtNTFmYTc4NjNhZWZiXkEyXkFqcGdeQXVyMTAzMDU1MTYy._V1_SX300.jpg
81274937,1,1,4,tt12982218,GIMS: On the Record,N,movie,2020,26,7.7,https://m.media-amazon.com/images/M/MV5BMzU4MjU0ZmItYTUyZS00ZWI2LWEwNmItNjA1NTA5NjMzNTY3XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
80232398,67,2,0,tt8740790,Bridgerton,N,serie,2020–,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYjIxMzZhMTMtNDQ1Mi00OTMwLTk2M2ItYzA0YmNjNDFlOTdhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
80133311,61,2,0,tt5420376,Riverdale,N,serie,2017–,106820,7.0,https://m.media-amazon.com/images/M/MV5BNDYxOTU0NDYtYzg2MC00YzgyLTg1YzctMDc1MGJmOGIzMTc3XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_SX300.jpg
80994082,59,2,0,tt2531336,Lupin,N,serie,2021–,57563,7.6,https://m.media-amazon.com/images/M/MV5BNzRlNGUzMmEtYTg0Ni00N2U2LTg4YWEtNDdlNmMwYjBlZDQ0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
80000603,38,2,0,tt0988824,Naruto: Shippûden,O,serie,2007–2017,73055,8.6,https://m.media-amazon.com/images/M/MV5BMTE5NzIwMGUtYTE1MS00MDUxLTgyZjctOWVkZDAxM2M4ZWQ4XkEyXkFqcGdeQXVyNjc2NjA5MTU@._V1_SX300.jpg
81350429,32,2,0,tt9893250,I Care a Lot,N,movie,2020,81803,6.3,https://m.media-amazon.com/images/M/MV5BYWU2ZTRhNDMtMWYxMC00ZTVkLThjZmItZGY4MGU0YmZlMjJlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
80244996,24,2,0,tt10050778,Street Food,N,serie,2019–,1381,8.0,https://m.media-amazon.com/images/M/MV5BMjI5NmJjY2MtNDFlZi00ZjZjLTk0ZjAtMjEyYjFkMTUwMzY4XkEyXkFqcGdeQXVyNjI4ODE4Mjk@._V1_SX300.jpg
